Gene_ID,Input_Reads_count_Normalized,Output_Reads_count_Normalized,P_Value,FC_IO,FC_OI
VC0341,10786,29020,0.015494537,0.37,2.6906
VC0469,23226,62783,0.029175213,0.37,2.7032
VC1096,14228,38437,0.11251922,0.37,2.7015
VC1335,6776,18173,0.034453062,0.37,2.6818
VC1417,3756,10176,0.118520622,0.37,2.7095
VC1493,2530,6763,0.014776741,0.37,2.6729
VC1556,10572,28896,0.00425162,0.37,2.7331
VC2723,11911,32193,0.000428139,0.37,2.7028
VCA0908,3292,8961,0.00186692,0.37,2.7217
VC0040,1594,4426,0.015893684,0.36,2.7775
VC1940,7457,20521,0.000132151,0.36,2.7518
VC2188,5388,14808,0.020045175,0.36,2.7482
VC2277,10133,27853,0.048472068,0.36,2.7488
VC2473,9438,25925,0.002403965,0.36,2.747
VC0406,11082,31282,1.66195E-06,0.35,2.8229
VC1546,7420,21092,0.098013528,0.35,2.8426
VC1725,7937,22634,0.001232394,0.35,2.8518
VC1793,3812,10974,0.061918464,0.35,2.879
VC1888,11406,32893,0.017121324,0.35,2.8838
VC2137,4116,11857,0.008213867,0.35,2.8809
VC2370,16066,45729,0.384253508,0.35,2.8463
VCA0479,727,2079,0.139894565,0.35,2.8616
VCA0983,15378,43592,3.431E-05,0.35,2.8348
VCA1094,91,255,3.70975E-05,0.35,2.819
VC0055,15450,45661,0.048827294,0.34,2.9554
VC0159,7420,21935,3.69733E-05,0.34,2.9563
VC0956,5598,16287,0.018374821,0.34,2.9093
VC1326,75,221,0.021334774,0.34,2.9651
VC1589,7575,22485,0.010848363,0.34,2.9684
VC2093,2060,6097,0.026906956,0.34,2.9597
VCA0134,12772,37186,0.058603573,0.34,2.9115
VCA0257,7765,22888,5.3764E-05,0.34,2.9478
VC0129,27546,84551,0.104870019,0.33,3.0695
VC0373,9280,28108,0.121175236,0.33,3.0288
VC0386,19846,60656,0.005046142,0.33,3.0563
VC0938,11395,34848,0.400393204,0.33,3.0581
VC1105,8341,25013,4.91991E-05,0.33,2.9988
VCA0178,8047,24675,2.00876E-07,0.33,3.0664
VCA0185,10869,32611,0.029048199,0.33,3.0003
VCA0230,5767,17266,0.00768092,0.33,2.9938
VCA0830,8635,26281,0.16465832,0.33,3.0434
VC0689,5105,15753,0.003190891,0.32,3.086
VC1157,4026,12537,0.000827806,0.32,3.1142
VC2721,4131,12738,0.019813269,0.32,3.0835
VCA0300,2741,8435,0.371223665,0.32,3.077
VCA0883,7414,22854,0.011912423,0.32,3.0827
VCA0993,8216,25895,0.000215337,0.32,3.152
VC0079,4981,16033,0.151960171,0.31,3.2188
VC0691,18317,59859,0.006697757,0.31,3.268
VC1298,5221,17013,0.000336112,0.31,3.2587
VC2014,5812,18646,0.000728972,0.31,3.2083
VC2171,39774,127934,0.015606193,0.31,3.2166
VCA0153,6374,20689,0.005068465,0.31,3.2456
VCA1029,4384,14171,0.004550768,0.31,3.2322
VC0342,27329,90218,0.003124647,0.3,3.3012
VC0736,8796,29131,0.025485321,0.3,3.3117
VC1592,8466,28487,0.001358933,0.3,3.3649
VC2130,6522,21444,2.79781E-06,0.3,3.288
VC2435,12554,41213,6.38384E-06,0.3,3.2829
VCA0686,8018,26755,0.115103169,0.3,3.3368
VC0413,14467,49317,0.006186647,0.29,3.409
VCA0003,15924,54717,0.038426626,0.29,3.4362
VCA0501,3482,11959,0.030126228,0.29,3.4349
VCA0674,3847,13162,0.003410991,0.29,3.421
VC0401,10966,39485,0.114374729,0.28,3.6008
VC1513,86,304,0.046910457,0.28,3.5285
VC1658,3897,14146,0.018099055,0.28,3.6298
VCA0848,5715,20338,0.002932473,0.28,3.5585
VCA1101,11856,41777,0.01471341,0.28,3.5237
VCA0812,4040,14736,0.11207334,0.27,3.6481
VC0433,6750,25645,0.00248633,0.26,3.7991
VC0498,8523,32520,0.138852392,0.26,3.8156
VC1197,5494,21501,0.109235493,0.26,3.9137
VC1443,10469,39896,0.083175705,0.26,3.8109
VC2063,5032,19132,0.099416586,0.26,3.8022
VC2197,4359,16524,0.056261431,0.26,3.7907
VCA0489,8845,34133,0.014015359,0.26,3.8593
VCA1060,12350,47374,0.159416295,0.26,3.8359
VC0409,13411,52755,0.000757118,0.25,3.9336
VC1688,2064,8315,0.026673632,0.25,4.0279
VCA0046,6036,24533,0.004348881,0.25,4.0647
VC1288,3579,14978,3.85837E-07,0.24,4.1854
VC2068,1017,4326,0.000751499,0.24,4.2549
VC2281,9494,40154,0.00740525,0.24,4.2296
VC2649,8192,34422,0.00375084,0.24,4.2018
VC0152,10585,46189,0.007022428,0.23,4.3637
VC0412,12962,57379,0.002797674,0.23,4.4266
VC1941,6953,30525,0.030776045,0.23,4.3904
VC2008,3219,14240,0.036926018,0.23,4.4234
VCA0110,8428,35984,1.48238E-06,0.23,4.2696
VCA0472,65,277,0.204746339,0.23,4.278
VCA0734,7419,31983,0.080700697,0.23,4.3107
VC0113,7366,32966,0.018746243,0.22,4.4754
VC0494,8486,38221,0.072309181,0.22,4.5041
VC1071,7317,33288,0.11165764,0.22,4.5495
VC1242,4407,19924,0.060162485,0.22,4.5209
VC1536,10118,45326,0.357074823,0.22,4.4798
VC1654,4910,22676,0.000256434,0.22,4.6184
VC2122,2320,10627,0.104563807,0.22,4.5808
VC2756,11324,51026,0.008459,0.22,4.5062
VC0414,4346,22137,0.001837683,0.2,5.0933
VC1023,8222,41747,1.07497E-06,0.2,5.0774
VC1788,3163,15469,0.006446323,0.2,4.8915
VC2709,17636,87837,0.000215405,0.2,4.9805
VCA0051,3443,17340,0.006360483,0.2,5.0363
VCA0313,5556,27469,0.000258833,0.2,4.944
VCA0512,4819,24331,0.02586948,0.2,5.0492
VC1265,12384,65737,0.163966003,0.19,5.3083
VC1399,4000,21041,0.010832473,0.19,5.2597
VC1008,6787,38284,8.18941E-05,0.18,5.6404
VCA1097,5267,29220,0.120089389,0.18,5.5482
VC1274,8774,51189,0.005238745,0.17,5.8344
VC1361,10229,61403,0.147386209,0.17,6.0027
VC1579,7792,45049,0.201973928,0.17,5.7818
VC0061,9929,61828,0.021761043,0.16,6.2273
VC1797,7180,45792,0.005349205,0.16,6.3775
VCA0432,5515,34473,0.019551114,0.16,6.2512
VCA0683,7037,43722,0.194305317,0.16,6.2134
VCA0785,10901,66979,0.1182967,0.16,6.1445
VC1236,5836,39253,0.003576279,0.15,6.7256
VC2120,2422,16693,1.81352E-05,0.15,6.8933
VC2126,2549,16626,0.000445472,0.15,6.5222
VC0684,18154,125809,0.001612663,0.14,6.9301
VC0969,12719,88457,0.14348409,0.14,6.9547
VC2069,1935,13436,0.111864257,0.14,6.9435
VCA1056,10552,73331,0.039132256,0.14,6.9498
VC0376,18614,139891,5.96202E-05,0.13,7.5155
VC0612,2833,21390,0.079470187,0.13,7.5501
VC0781,14931,110927,0.013592365,0.13,7.4293
VC1752,8987,68962,0.009619453,0.13,7.6739
VC2056,4904,38240,0.004239267,0.13,7.797
VC2168,6564,50592,0.138184249,0.13,7.7076
VC1259,4568,38266,0.002662379,0.12,8.3778
VC2542,14569,123162,0.010395712,0.12,8.4537
VC0068,3771,32880,0.077440169,0.11,8.7188
VC0106,6305,55544,0.000172061,0.11,8.8097
VC1075,11695,108395,0.016030183,0.11,9.2688
VC2241,8239,72139,0.146308134,0.11,8.7556
VC0022,5917,62082,0.001230091,0.1,10.4921
VC1119,6421,63779,0.000440397,0.1,9.9322
VC1871,4940,49096,0.005829132,0.1,9.9395
VC2132,3586,35521,6.29036E-09,0.1,9.9055
VC2133,3922,39302,0.010680744,0.1,10.0216
VC2136,7461,77492,0.006184268,0.1,10.3868
VC2131,2740,32031,1.20349E-05,0.09,11.6897
VC0017,2973,37810,0.004702637,0.08,12.7163
VC0041,13499,172124,0.000311556,0.08,12.7505
VC0892,3611,42874,0.001161145,0.08,11.8736
VC2354,7317,108914,0.006191746,0.07,14.8855
VCA0108,25121,379080,0.136611318,0.07,15.0905
VC1416,7627,135542,0.005499775,0.06,17.7714
VC1909,1681,26711,0.058748805,0.06,15.8885
VC2135,4078,62744,1.2558E-05,0.06,15.3853
VC0046,20493,407433,0.011578516,0.05,19.8812
VC0177,4474,120987,7.14E-06,0.04,27.044
VC1859,3657,89224,0.005363242,0.04,24.3957
VC2087,10037,284507,0.278413903,0.04,28.3448
VCA0059,3371,81029,0.003134035,0.04,24.0352
VC0796,21571,788929,0.17711575,0.03,36.5735
VCA0510,7953,267651,0.022033284,0.03,33.6559
